,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
frontalpole-lh,0.2599118942731278,0.04698972099853157,0.17327459618208516,0.08957415565345081,0.0,0.19676945668135096,0.12334801762114538,0.11013215859030837
frontalpole-rh,0.07302231237322515,0.3488843813387424,0.0,0.3184584178498986,0.014198782961460446,0.038539553752535496,0.016227180527383367,0.19066937119675456
medialorbitofrontal-lh,0.22554890219560877,0.0,0.3373253493013972,0.02594810379241517,0.0,0.22554890219560877,0.1377245508982036,0.04790419161676647
parahippocampal-rh,0.09969788519637462,0.2311178247734139,0.02416918429003021,0.30966767371601206,0.0,0.09063444108761329,0.045317220543806644,0.19939577039274925
parsorbitalis-rh,0.0,0.32142857142857145,0.0,0.0,0.6785714285714286,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.21303656597774245,0.02702702702702703,0.18600953895071543,0.08585055643879173,0.0,0.2670906200317965,0.10651828298887123,0.11446740858505565
rostralmiddlefrontal-lh,0.2299168975069252,0.01662049861495845,0.1994459833795014,0.07479224376731301,0.0,0.19667590027700832,0.2299168975069252,0.05263157894736842
temporalpole-lh,0.1373913043478261,0.15304347826086956,0.04869565217391304,0.22608695652173913,0.0,0.1356521739130435,0.036521739130434785,0.26260869565217393
