,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
parsopercularis-lh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
parstriangularis-rh,0.12582781456953643,0.12582781456953643,0.11920529801324503,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643
postcentral-rh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
rostralmiddlefrontal-lh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
rostralmiddlefrontal-rh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
superiortemporal-lh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
supramarginal-lh,0.125,0.125,0.11842105263157894,0.13157894736842105,0.125,0.125,0.125,0.125
