,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.38461538461538464,0.057692307692307696,0.0,0.16346153846153846,0.19230769230769232,0.057692307692307696,0.057692307692307696,0.08653846153846154
inferiorparietal-rh,0.1276595744680851,0.5531914893617021,0.0,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.10638297872340426,0.10638297872340426
parsopercularis-lh,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776
rostralmiddlefrontal-lh,0.20987654320987653,0.037037037037037035,0.0,0.345679012345679,0.25925925925925924,0.14814814814814814,0.0,0.0
rostralmiddlefrontal-rh,0.2777777777777778,0.041666666666666664,0.0,0.2222222222222222,0.375,0.08333333333333333,0.0,0.0
superiorfrontal-lh,0.11290322580645161,0.04838709677419355,0.016129032258064516,0.14516129032258066,0.03225806451612903,0.6451612903225806,0.0,0.0
superiortemporal-lh,0.0784313725490196,0.09803921568627451,0.0,0.0,0.0,0.0,0.49019607843137253,0.3333333333333333
supramarginal-lh,0.12727272727272726,0.09090909090909091,0.0,0.0,0.0,0.0,0.2727272727272727,0.509090909090909
