,CP5,P7,P8,TP10,Fp2,FC3,P5,PO7
CP5,0.330188679245283,0.0,0.0,0.0,0.0,0.0,0.33962264150943394,0.330188679245283
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.330188679245283,0.0,0.0,0.0,0.0,0.0,0.33962264150943394,0.330188679245283
PO7,0.330188679245283,0.0,0.0,0.0,0.0,0.0,0.33962264150943394,0.330188679245283
