,CP5,FT10,F8,Fp2,FT7,PO8,FT8,AF4
CP5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.125,0.875,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.7692307692307693
