,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0
frontalpole-rh,0.02531645569620253,0.3037974683544304,0.13291139240506328,0.22151898734177214,0.0189873417721519,0.0,0.2468354430379747,0.05063291139240506
lateralorbitofrontal-lh,0.020100502512562814,0.12562814070351758,0.22613065326633167,0.19597989949748743,0.135678391959799,0.0,0.19597989949748743,0.10050251256281408
medialorbitofrontal-lh,0.01932367149758454,0.18840579710144928,0.16908212560386474,0.23671497584541062,0.0821256038647343,0.0,0.2318840579710145,0.07246376811594203
medialorbitofrontal-rh,0.0,0.03571428571428571,0.15816326530612246,0.10714285714285714,0.4846938775510204,0.030612244897959183,0.10714285714285714,0.07653061224489796
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.35,0.65,0.0,0.0
rostralanteriorcingulate-lh,0.017543859649122806,0.18859649122807018,0.15350877192982457,0.21052631578947367,0.07456140350877193,0.0,0.2807017543859649,0.07456140350877193
temporalpole-lh,0.0,0.09345794392523364,0.19626168224299065,0.1588785046728972,0.12149532710280374,0.0,0.17757009345794392,0.2523364485981308
