,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
frontalpole-lh,0.3053691275167785,0.14345637583892618,0.09479865771812081,0.041107382550335574,0.09060402684563758,0.06543624161073826,0.11828859060402684,0.14093959731543623
frontalpole-rh,0.15431164901664146,0.34493192133131617,0.04084720121028744,0.0340393343419062,0.13540090771558244,0.08925869894099848,0.07337367624810892,0.12783661119515885
medialorbitofrontal-lh,0.11160220994475138,0.04640883977900553,0.34033149171270716,0.18121546961325966,0.06850828729281767,0.030939226519337018,0.13812154696132597,0.08287292817679558
medialorbitofrontal-rh,0.07051282051282051,0.07211538461538461,0.25961538461538464,0.41346153846153844,0.01282051282051282,0.019230769230769232,0.1346153846153846,0.017628205128205128
rostralanteriorcingulate-lh,0.08020603384841796,0.13024282560706402,0.04047093451066961,0.003679175864606328,0.3914643119941133,0.2398822663723326,0.013980868285504048,0.10007358351729213
rostralanteriorcingulate-rh,0.06443514644351464,0.10376569037656903,0.014225941422594143,0.0066945606694560665,0.24937238493723848,0.4485355648535565,0.002510460251046025,0.11046025104602511
rostralmiddlefrontal-lh,0.13940092165898618,0.10483870967741936,0.15668202764976957,0.11290322580645161,0.024193548387096774,0.008064516129032258,0.38018433179723504,0.07373271889400922
temporalpole-lh,0.15993265993265993,0.14225589225589225,0.06228956228956229,0.010101010101010102,0.10521885521885523,0.1127946127946128,0.06481481481481481,0.3425925925925926
