,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh
bankssts-rh,0.9845360824742269,0.0,0.0,0.0,0.0,0.015463917525773196,0.0,0.0
frontalpole-lh,0.0,0.5303030303030303,0.14646464646464646,0.0,0.18181818181818182,0.0,0.0,0.1414141414141414
frontalpole-rh,0.0,0.308411214953271,0.38317757009345793,0.0,0.18691588785046728,0.0,0.0,0.12149532710280374
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.24060150375939848,0.12781954887218044,0.0,0.3383458646616541,0.0,0.0,0.2932330827067669
parahippocampal-rh,0.009523809523809525,0.0,0.0,0.0,0.0,0.9904761904761905,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.0,0.21621621621621623,0.08108108108108109,0.0,0.3153153153153153,0.0,0.0,0.38738738738738737
