,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,paracentral-lh,paracentral-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.2698744769874477,0.02510460251046025,0.01882845188284519,0.029288702928870293,0.1412133891213389,0.19351464435146443,0.14748953974895398,0.17468619246861924
frontalpole-lh,0.03167420814479638,0.44004524886877827,0.28054298642533937,0.048642533936651584,0.023755656108597284,0.02828054298642534,0.12669683257918551,0.020361990950226245
frontalpole-rh,0.01820388349514563,0.3155339805825243,0.49271844660194175,0.02912621359223301,0.03398058252427184,0.03033980582524272,0.07888349514563107,0.0012135922330097086
lateraloccipital-rh,0.07674943566591422,0.1038374717832957,0.060948081264108354,0.5395033860045146,0.07223476297968397,0.02708803611738149,0.0654627539503386,0.05417607223476298
paracentral-lh,0.1329479768786127,0.027745664739884393,0.03699421965317919,0.04508670520231214,0.31445086705202313,0.23352601156069364,0.08439306358381503,0.12485549132947976
paracentral-rh,0.16145307769929365,0.027245206861755803,0.029263370332996974,0.016145307769929364,0.22704339051463168,0.272452068617558,0.11200807265388496,0.15438950554994954
rostralanteriorcingulate-lh,0.1415182755388941,0.07872539831302718,0.04967197750702906,0.02530459231490159,0.08247422680412371,0.1190253045923149,0.3252108716026242,0.1780693533270853
rostralmiddlefrontal-lh,0.18394648829431437,0.011148272017837236,0.0,0.023411371237458192,0.14046822742474915,0.1850613154960981,0.19286510590858416,0.2630992196209587
