,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh
frontalpole-lh,0.4542372881355932,0.18531073446327684,0.013559322033898305,0.059887005649717516,0.03502824858757062,0.02937853107344633,0.11412429378531073,0.10847457627118644
frontalpole-rh,0.15154440154440155,0.3667953667953668,0.07335907335907337,0.06274131274131274,0.07625482625482626,0.03088803088803089,0.166988416988417,0.07142857142857142
lateralorbitofrontal-lh,0.011834319526627219,0.07692307692307693,0.3895463510848126,0.15187376725838264,0.07889546351084813,0.14398422090729784,0.12130177514792899,0.02564102564102564
medialorbitofrontal-lh,0.046536796536796536,0.08116883116883117,0.16774891774891776,0.36363636363636365,0.08116883116883117,0.047619047619047616,0.16883116883116883,0.04329004329004329
medialorbitofrontal-rh,0.02497027348394768,0.10107015457788347,0.1117717003567182,0.089179548156956,0.43757431629013077,0.04399524375743163,0.13555291319857313,0.0558858501783591
parsorbitalis-lh,0.031506849315068496,0.0410958904109589,0.2,0.052054794520547946,0.04246575342465753,0.5616438356164384,0.031506849315068496,0.03972602739726028
rostralanteriorcingulate-lh,0.08179419525065963,0.1600703605980651,0.09938434476693052,0.13368513632365875,0.1011433597185576,0.02198768689533861,0.3306948109058927,0.0712401055408971
temporalpole-lh,0.12642045454545456,0.10227272727272728,0.03551136363636364,0.06534090909090909,0.08096590909090909,0.029829545454545456,0.11647727272727272,0.4431818181818182
