,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-lh,parsopercularis-lh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.6394849785407726,0.0,0.0,0.055793991416309016,0.0,0.17167381974248927,0.060085836909871244,0.07296137339055794
frontalpole-rh,0.0,0.9405405405405406,0.0,0.0,0.0,0.0,0.05945945945945946,0.0
isthmuscingulate-rh,0.0,0.0,0.6694915254237288,0.0,0.3305084745762712,0.0,0.0,0.0
lateralorbitofrontal-lh,0.039301310043668124,0.0,0.0,0.62882096069869,0.0,0.27510917030567683,0.0,0.056768558951965066
parahippocampal-lh,0.0,0.0,0.16279069767441862,0.0,0.8372093023255814,0.0,0.0,0.0
parsopercularis-lh,0.13454545454545455,0.0,0.0,0.24727272727272728,0.0,0.6,0.0,0.01818181818181818
rostralanteriorcingulate-rh,0.08092485549132948,0.04046242774566474,0.0,0.0,0.0,0.0,0.8786127167630058,0.0
temporalpole-lh,0.0797872340425532,0.0,0.0,0.06914893617021277,0.0,0.015957446808510637,0.0,0.8351063829787234
