,Fp1,Pz,P4,CP2,AF7,AF3,AFz,P2
Fp1,0.33348436792025377,0.0,0.0,0.0,0.33348436792025377,0.0,0.3330312641594925,0.0
Pz,0.0,0.33321775312066576,0.33339112343966715,0.33339112343966715,0.0,0.0,0.0,0.0
P4,0.0,0.3332176929748482,0.33339115351257587,0.33339115351257587,0.0,0.0,0.0,0.0
CP2,0.0,0.3332176929748482,0.33339115351257587,0.33339115351257587,0.0,0.0,0.0,0.0
AF7,0.3307847987407241,0.0,0.0,0.0,0.3391050146165955,0.0,0.33011018664268044,0.0
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.3333333333333333,0.0,0.0,0.0,0.3336733537345574,0.0,0.33299331293210926,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
