,Pz,P4,CP2,AF3,PO4,PO8,P6,P2
Pz,0.3335117773019272,0.3329764453961456,0.3335117773019272,0.0,0.0,0.0,0.0,0.0
P4,0.3335117773019272,0.3329764453961456,0.3335117773019272,0.0,0.0,0.0,0.0,0.0
CP2,0.33351206434316355,0.3329758713136729,0.33351206434316355,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
