,Pz,P4,CP2,AF3,PO4,PO8,P6,P2
Pz,0.3322949117341641,0.3343717549325026,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
P4,0.32753326509723646,0.33776867963152507,0.33469805527123847,0.0,0.0,0.0,0.0,0.0
CP2,0.32786885245901637,0.33709016393442626,0.3350409836065574,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
