,Pz,P4,CP2,AF3,PO4,PO8,P6,P2
Pz,0.33378016085790885,0.33378016085790885,0.3324396782841823,0.0,0.0,0.0,0.0,0.0
P4,0.33378016085790885,0.33378016085790885,0.3324396782841823,0.0,0.0,0.0,0.0,0.0
CP2,0.33377837116154874,0.33377837116154874,0.3324432576769025,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
