,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.13157894736842105,0.21052631578947367,0.02631578947368421,0.07894736842105263,0.13157894736842105,0.0,0.21052631578947367,0.21052631578947367
inferiorparietal-rh,0.125,0.25,0.0,0.075,0.1,0.0,0.275,0.175
postcentral-lh,0.0,0.0,0.9666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333
superiorparietal-lh,0.014705882352941176,0.058823529411764705,0.0,0.7205882352941176,0.014705882352941176,0.08823529411764706,0.07352941176470588,0.029411764705882353
superiorparietal-rh,0.15625,0.1875,0.03125,0.09375,0.15625,0.0,0.1875,0.1875
superiortemporal-lh,0.0,0.0,0.0,0.23076923076923078,0.0,0.7692307692307693,0.0,0.0
superiortemporal-rh,0.125,0.25,0.0,0.075,0.1,0.0,0.275,0.175
supramarginal-lh,0.11904761904761904,0.23809523809523808,0.047619047619047616,0.07142857142857142,0.09523809523809523,0.0,0.23809523809523808,0.19047619047619047
