,C3,TP10,Fp2,C5,PO3,TP8,FT8,AF4
C3,0.6031746031746031,0.0,0.0,0.0,0.23809523809523808,0.15873015873015872,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PO3,0.375,0.0,0.0,0.0,0.375,0.25,0.0,0.0
TP8,0.34375,0.0,0.0,0.0,0.34375,0.3125,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
