,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.8583333333333333,0.14166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0815450643776824,0.9184549356223176,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.5225225225225225,0.0,0.12612612612612611,0.35135135135135137,0.0,0.0
insula-lh,0.0,0.0,0.0,0.5042735042735043,0.0,0.0,0.36182336182336183,0.1339031339031339
insula-rh,0.0,0.0,0.1214574898785425,0.0,0.5870445344129555,0.291497975708502,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.23738872403560832,0.0,0.21364985163204747,0.4836795252225519,0.0,0.06528189910979229
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.3238341968911917,0.0,0.0,0.4378238341968912,0.23834196891191708
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.15358361774744028,0.0,0.08191126279863481,0.30716723549488056,0.45733788395904434
