,caudalmiddlefrontal-lh,postcentral-lh,precentral-lh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.19902912621359223,0.11650485436893204,0.11650485436893204,0.11165048543689321,0.10679611650485436,0.11650485436893204,0.11650485436893204,0.11650485436893204
postcentral-lh,0.12844036697247707,0.12844036697247707,0.12844036697247707,0.12385321100917432,0.11926605504587157,0.11926605504587157,0.12385321100917432,0.12844036697247707
precentral-lh,0.125,0.12946428571428573,0.12946428571428573,0.125,0.12053571428571429,0.11607142857142858,0.125,0.12946428571428573
precentral-rh,0.125,0.12946428571428573,0.12946428571428573,0.125,0.12053571428571429,0.11607142857142858,0.125,0.12946428571428573
superiorparietal-lh,0.125,0.12946428571428573,0.12946428571428573,0.125,0.12053571428571429,0.11607142857142858,0.125,0.12946428571428573
superiortemporal-lh,0.13114754098360656,0.12568306010928962,0.12568306010928962,0.12021857923497267,0.11475409836065574,0.13114754098360656,0.12568306010928962,0.12568306010928962
superiortemporal-rh,0.13,0.125,0.125,0.12,0.115,0.125,0.135,0.125
supramarginal-lh,0.13145539906103287,0.1267605633802817,0.1267605633802817,0.12206572769953052,0.11737089201877934,0.12206572769953052,0.1267605633802817,0.1267605633802817
