,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
postcentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
postcentral-rh,0.11904761904761904,0.11904761904761904,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.11904761904761904
precentral-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
precentral-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiortemporal-lh,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.1232876712328767,0.136986301369863
superiortemporal-rh,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.12307692307692308,0.13846153846153847
