,FT10,F4,Fp2,AF7,C5,FC4,F6,AF8
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.3,0.35,0.35,0.0,0.0,0.0
AF7,0.0,0.0,0.28,0.36,0.36,0.0,0.0,0.0
C5,0.0,0.0,0.20588235294117646,0.29411764705882354,0.5,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.47619047619047616,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.47368421052631576,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
