,Fp1,FT10,F4,Fp2,AF7,F6,AF4,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
F4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
F2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8
