,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.7706821480406386,0.06676342525399129,0.0,0.0,0.0,0.0,0.11320754716981132,0.04934687953555878
frontalpole-lh,0.04311152764761012,0.2858481724461106,0.19962511715089035,0.20056232427366447,0.0,0.053420805998125584,0.11246485473289597,0.1049671977507029
frontalpole-rh,0.0,0.1355170199100835,0.32755298651252407,0.24470134874759153,0.0,0.025048169556840076,0.13423249839434812,0.1329479768786127
medialorbitofrontal-lh,0.0,0.12738095238095237,0.23035714285714284,0.33214285714285713,0.0,0.03214285714285714,0.1595238095238095,0.11845238095238095
paracentral-lh,0.0,0.0,0.0,0.0,0.9431372549019608,0.056862745098039215,0.0,0.0
parahippocampal-rh,0.0,0.09472049689440994,0.06366459627329192,0.08385093167701864,0.04192546583850932,0.6149068322981367,0.05745341614906832,0.043478260869565216
rostralanteriorcingulate-lh,0.049906425452276984,0.07610729881472239,0.1303805364940736,0.16593886462882096,0.0,0.021834061135371178,0.3718028696194635,0.18402994385527136
rostralanteriorcingulate-rh,0.026792750197005517,0.08668242710795902,0.16233254531126873,0.1536643026004728,0.0,0.02048857368006304,0.22773837667454688,0.322301024428684
