,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.17391304347826086,0.0,0.1956521739130435,0.043478260869565216,0.1956521739130435,0.1956521739130435,0.0,0.1956521739130435
parsopercularis-lh,0.0,0.40476190476190477,0.0,0.30952380952380953,0.2857142857142857,0.0,0.0,0.0
postcentral-rh,0.11428571428571428,0.0,0.22857142857142856,0.02857142857142857,0.18571428571428572,0.22857142857142856,0.0,0.21428571428571427
rostralmiddlefrontal-lh,0.03896103896103896,0.16883116883116883,0.03896103896103896,0.3116883116883117,0.24675324675324675,0.03896103896103896,0.09090909090909091,0.06493506493506493
superiorparietal-lh,0.07339449541284404,0.11009174311926606,0.12844036697247707,0.1651376146788991,0.26605504587155965,0.12844036697247707,0.0,0.12844036697247707
superiorparietal-rh,0.11428571428571428,0.0,0.22857142857142856,0.02857142857142857,0.18571428571428572,0.22857142857142856,0.0,0.21428571428571427
superiortemporal-rh,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.6521739130434783,0.08695652173913043
supramarginal-rh,0.10256410256410256,0.0,0.20512820512820512,0.0641025641025641,0.16666666666666666,0.20512820512820512,0.038461538461538464,0.21794871794871795
