,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.18461538461538463,0.046153846153846156
postcentral-lh,0.0,0.17543859649122806,0.0,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.17543859649122806,0.12280701754385964
rostralmiddlefrontal-lh,0.0,0.0,0.7258064516129032,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.04838709677419355,0.06451612903225806
superiorfrontal-rh,0.0,0.12359550561797752,0.056179775280898875,0.2247191011235955,0.15730337078651685,0.1797752808988764,0.1348314606741573,0.12359550561797752
superiorparietal-lh,0.0,0.1375,0.0375,0.1875,0.175,0.1875,0.15,0.125
superiorparietal-rh,0.0,0.0990990990990991,0.05405405405405406,0.16216216216216217,0.14414414414414414,0.22522522522522523,0.18018018018018017,0.13513513513513514
superiortemporal-lh,0.08148148148148149,0.08148148148148149,0.022222222222222223,0.1037037037037037,0.1037037037037037,0.16296296296296298,0.3037037037037037,0.14074074074074075
superiortemporal-rh,0.010526315789473684,0.06315789473684211,0.06315789473684211,0.11578947368421053,0.09473684210526316,0.15789473684210525,0.18947368421052632,0.30526315789473685
