,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
inferiorparietal-rh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
postcentral-rh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
rostralmiddlefrontal-lh,0.12547528517110265,0.12547528517110265,0.12547528517110265,0.12547528517110265,0.12167300380228137,0.12547528517110265,0.12547528517110265,0.12547528517110265
superiorfrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-rh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
superiortemporal-lh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
superiortemporal-rh,0.13392857142857142,0.13392857142857142,0.13392857142857142,0.10119047619047619,0.09523809523809523,0.13392857142857142,0.13392857142857142,0.13392857142857142
