,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-rh,0.16049382716049382,0.0,0.11728395061728394,0.12962962962962962,0.16666666666666666,0.1419753086419753,0.1419753086419753,0.1419753086419753
parstriangularis-rh,0.019230769230769232,0.8653846153846154,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232
postcentral-lh,0.14388489208633093,0.0,0.1366906474820144,0.14388489208633093,0.14388489208633093,0.14388489208633093,0.14388489208633093,0.14388489208633093
postcentral-rh,0.14666666666666667,0.0,0.12666666666666668,0.14,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.14666666666666667
rostralmiddlefrontal-lh,0.15757575757575756,0.0,0.11515151515151516,0.12727272727272726,0.18181818181818182,0.1393939393939394,0.1393939393939394,0.1393939393939394
superiorfrontal-rh,0.15286624203821655,0.0,0.12101910828025478,0.1337579617834395,0.15286624203821655,0.1464968152866242,0.1464968152866242,0.1464968152866242
superiorparietal-lh,0.15286624203821655,0.0,0.12101910828025478,0.1337579617834395,0.15286624203821655,0.1464968152866242,0.1464968152866242,0.1464968152866242
superiorparietal-rh,0.15286624203821655,0.0,0.12101910828025478,0.1337579617834395,0.15286624203821655,0.1464968152866242,0.1464968152866242,0.1464968152866242
