,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.36836518046709127,0.17728237791932058,0.12314225053078556,0.09554140127388536,0.049893842887473464,0.11146496815286625,0.032908704883227176,0.041401273885350316
frontalpole-rh,0.18830409356725147,0.352046783625731,0.11578947368421053,0.08070175438596491,0.0456140350877193,0.1497076023391813,0.021052631578947368,0.04678362573099415
medialorbitofrontal-lh,0.12213740458015267,0.11195928753180662,0.3893129770992366,0.03307888040712468,0.07633587786259542,0.18193384223918574,0.03307888040712468,0.05216284987277354
parahippocampal-lh,0.12093628088426528,0.09362808842652796,0.036410923276983094,0.5929778933680104,0.04291287386215865,0.05071521456436931,0.05981794538361508,0.002600780234070221
rostralanteriorcingulate-lh,0.07537688442211055,0.05862646566164154,0.08542713567839195,0.05862646566164154,0.6046901172529313,0.07872696817420435,0.02512562814070352,0.01340033500837521
rostralanteriorcingulate-rh,0.11696658097686376,0.13881748071979436,0.18251928020565553,0.042416452442159386,0.06298200514138817,0.3496143958868895,0.055269922879177376,0.05141388174807198
temporalpole-rh,0.039619651347068144,0.022187004754358162,0.042789223454833596,0.07606973058637084,0.01901743264659271,0.06497622820919176,0.7147385103011094,0.020602218700475437
transversetemporal-rh,0.08015267175572519,0.08396946564885496,0.08969465648854962,0.007633587786259542,0.022900763358778626,0.08206106870229007,0.02480916030534351,0.6087786259541985
