,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.3311367380560132,0.12355848434925865,0.13179571663920922,0.06177924217462932,0.09390444810543658,0.15403624382207579,0.042833607907743,0.060955518945634266
frontalpole-rh,0.14912280701754385,0.30409356725146197,0.05263157894736842,0.07797270955165692,0.14230019493177387,0.2037037037037037,0.04580896686159844,0.024366471734892786
medialorbitofrontal-lh,0.16611661166116612,0.05500550055005501,0.43014301430143015,0.0737073707370737,0.050605060506050605,0.0891089108910891,0.09020902090209021,0.045104510451045104
parsorbitalis-lh,0.09977064220183486,0.10321100917431193,0.07454128440366972,0.4506880733944954,0.01261467889908257,0.13188073394495411,0.02408256880733945,0.10321100917431193
rostralanteriorcingulate-lh,0.14852752880921896,0.18950064020486557,0.06402048655569782,0.008962868117797696,0.3559539052496799,0.17157490396927016,0.03585147247119078,0.02560819462227913
rostralanteriorcingulate-rh,0.1544,0.1592,0.0712,0.0856,0.1128,0.312,0.0472,0.0576
temporalpole-lh,0.07840440165061899,0.06052269601100413,0.11966987620357634,0.0453920220082531,0.033012379642365884,0.08528198074277854,0.5006877579092159,0.07702888583218707
temporalpole-rh,0.10027472527472528,0.028846153846153848,0.059065934065934064,0.11950549450549451,0.024725274725274724,0.09340659340659341,0.07280219780219781,0.5013736263736264
