,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.5115606936416185,0.28901734104046245,0.0,0.0,0.0,0.0,0.0,0.1994219653179191
frontalpole-rh,0.2808988764044944,0.47752808988764045,0.0,0.0,0.0,0.0,0.0,0.24157303370786518
insula-lh,0.0,0.0,0.40625,0.2265625,0.121875,0.16875,0.0765625,0.0
insula-rh,0.0,0.0,0.23927392739273928,0.3811881188118812,0.1419141914191419,0.2376237623762376,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.23708206686930092,0.2613981762917933,0.5015197568389058,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.24770642201834864,0.3348623853211009,0.0,0.41743119266055045,0.0,0.0
parahippocampal-lh,0.0,0.0,0.12561576354679804,0.0,0.0,0.0,0.874384236453202,0.0
rostralanteriorcingulate-rh,0.21428571428571427,0.2732919254658385,0.0,0.0,0.0,0.0,0.0,0.5124223602484472
