,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.12464589235127478,0.1274787535410765,0.12464589235127478,0.12464589235127478,0.1274787535410765,0.12181303116147309,0.12181303116147309,0.1274787535410765
parsopercularis-lh,0.12605042016806722,0.12885154061624648,0.12324929971988796,0.12605042016806722,0.12885154061624648,0.12044817927170869,0.12044817927170869,0.12605042016806722
rostralmiddlefrontal-lh,0.12215909090909091,0.125,0.125,0.12215909090909091,0.125,0.1278409090909091,0.1278409090909091,0.125
rostralmiddlefrontal-rh,0.12605042016806722,0.12885154061624648,0.12324929971988796,0.12605042016806722,0.12885154061624648,0.12044817927170869,0.12044817927170869,0.12605042016806722
superiorparietal-lh,0.125,0.13055555555555556,0.12222222222222222,0.12777777777777777,0.13055555555555556,0.11944444444444445,0.11944444444444445,0.125
superiortemporal-lh,0.12058823529411765,0.12352941176470589,0.12352941176470589,0.12058823529411765,0.12352941176470589,0.1323529411764706,0.1323529411764706,0.12352941176470589
superiortemporal-rh,0.1206896551724138,0.1235632183908046,0.1235632183908046,0.1206896551724138,0.1235632183908046,0.13218390804597702,0.13218390804597702,0.1235632183908046
supramarginal-lh,0.12285714285714286,0.12571428571428572,0.12571428571428572,0.12285714285714286,0.12571428571428572,0.12571428571428572,0.12571428571428572,0.12571428571428572
