,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
inferiorparietal-rh,0.12464589235127478,0.1274787535410765,0.12464589235127478,0.12464589235127478,0.1274787535410765,0.12181303116147309,0.12181303116147309,0.1274787535410765
parsopercularis-lh,0.12605042016806722,0.12885154061624648,0.12324929971988796,0.12605042016806722,0.12885154061624648,0.12044817927170869,0.12044817927170869,0.12605042016806722
rostralmiddlefrontal-lh,0.1239193083573487,0.12680115273775217,0.1239193083573487,0.1239193083573487,0.12680115273775217,0.1239193083573487,0.1239193083573487,0.12680115273775217
rostralmiddlefrontal-rh,0.12605042016806722,0.12885154061624648,0.12324929971988796,0.12605042016806722,0.12885154061624648,0.12044817927170869,0.12044817927170869,0.12605042016806722
superiorparietal-lh,0.125,0.13055555555555556,0.12222222222222222,0.12777777777777777,0.13055555555555556,0.11944444444444445,0.11944444444444445,0.125
superiortemporal-lh,0.12349397590361445,0.12650602409638553,0.12349397590361445,0.12349397590361445,0.12650602409638553,0.12650602409638553,0.12349397590361445,0.12650602409638553
superiortemporal-rh,0.12352941176470589,0.1264705882352941,0.12352941176470589,0.12352941176470589,0.1264705882352941,0.1264705882352941,0.12352941176470589,0.1264705882352941
supramarginal-lh,0.1239193083573487,0.12680115273775217,0.1239193083573487,0.1239193083573487,0.12680115273775217,0.1239193083573487,0.1239193083573487,0.12680115273775217
