,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.3380281690140845,0.15492957746478872,0.0,0.14084507042253522,0.0,0.19718309859154928,0.0,0.16901408450704225
parstriangularis-rh,0.15384615384615385,0.4230769230769231,0.0,0.07692307692307693,0.0,0.14102564102564102,0.0,0.20512820512820512
rostralmiddlefrontal-lh,0.0,0.0,0.6341463414634146,0.0,0.24390243902439024,0.0,0.12195121951219512,0.0
superiorfrontal-lh,0.21739130434782608,0.10869565217391304,0.0,0.43478260869565216,0.0,0.13043478260869565,0.0,0.10869565217391304
superiorfrontal-rh,0.0,0.0,0.35,0.0,0.65,0.0,0.0,0.0
superiortemporal-rh,0.23529411764705882,0.17647058823529413,0.0,0.11764705882352941,0.0,0.25,0.0,0.22058823529411764
supramarginal-lh,0.0,0.0,0.35,0.0,0.0,0.0,0.65,0.0
supramarginal-rh,0.20481927710843373,0.2289156626506024,0.0,0.08433734939759036,0.0,0.21686746987951808,0.0,0.26506024096385544
