,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.38461538461538464,0.23076923076923078,0.0,0.15384615384615385,0.0,0.1794871794871795,0.0,0.05128205128205128
inferiorparietal-rh,0.14736842105263157,0.30526315789473685,0.0,0.08421052631578947,0.0,0.2631578947368421,0.0,0.2
rostralmiddlefrontal-lh,0.0,0.0,0.5517241379310345,0.0,0.2413793103448276,0.0,0.20689655172413793,0.0
superiorfrontal-lh,0.10606060606060606,0.12121212121212122,0.0,0.3333333333333333,0.0,0.2727272727272727,0.0,0.16666666666666666
superiorfrontal-rh,0.0,0.0,0.45,0.0,0.55,0.0,0.0,0.0
superiortemporal-rh,0.11304347826086956,0.22608695652173913,0.0,0.1565217391304348,0.0,0.3130434782608696,0.0,0.19130434782608696
supramarginal-lh,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
supramarginal-rh,0.08163265306122448,0.21428571428571427,0.0,0.11224489795918367,0.0,0.23469387755102042,0.0,0.35714285714285715
