,FC1,Oz,FT10,AF7,CPz,AF8,AF4,FCz
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.38271604938271603,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.5040650406504065,0.0,0.0,0.4959349593495935,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
