,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.34545454545454546,0.0,0.0,0.32727272727272727,0.3090909090909091,0.0,0.01818181818181818,0.0
parsopercularis-lh,0.0,0.4647887323943662,0.16901408450704225,0.0,0.07042253521126761,0.16901408450704225,0.0,0.1267605633802817
parstriangularis-rh,0.0,0.25,0.4791666666666667,0.0,0.08333333333333333,0.0,0.0,0.1875
postcentral-rh,0.3333333333333333,0.0,0.0,0.3541666666666667,0.2916666666666667,0.0,0.020833333333333332,0.0
superiorfrontal-lh,0.21839080459770116,0.05747126436781609,0.034482758620689655,0.1839080459770115,0.47126436781609193,0.0,0.011494252873563218,0.022988505747126436
superiorfrontal-rh,0.0,0.2553191489361702,0.0,0.0,0.0,0.7446808510638298,0.0,0.0
superiortemporal-lh,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.8571428571428571,0.0
superiortemporal-rh,0.0,0.16666666666666666,0.2037037037037037,0.0,0.09259259259259259,0.0,0.0,0.5370370370370371
