,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.18120805369127516,0.174496644295302,0.07718120805369127,0.13758389261744966,0.04697986577181208,0.14093959731543623,0.06040268456375839,0.18120805369127516
inferiorparietal-rh,0.17832167832167833,0.17482517482517482,0.07692307692307693,0.14335664335664336,0.04895104895104895,0.14335664335664336,0.055944055944055944,0.17832167832167833
parsopercularis-lh,0.13855421686746988,0.13855421686746988,0.13253012048192772,0.13855421686746988,0.08433734939759036,0.13253012048192772,0.0963855421686747,0.13855421686746988
parstriangularis-rh,0.15503875968992248,0.1511627906976744,0.08139534883720931,0.2054263565891473,0.05426356589147287,0.1434108527131783,0.05813953488372093,0.1511627906976744
postcentral-rh,0.12844036697247707,0.12844036697247707,0.12844036697247707,0.12844036697247707,0.11926605504587157,0.12844036697247707,0.11009174311926606,0.12844036697247707
rostralmiddlefrontal-lh,0.15730337078651685,0.15730337078651685,0.08239700374531835,0.14232209737827714,0.052434456928838954,0.19101123595505617,0.0599250936329588,0.15730337078651685
superiorparietal-lh,0.12179487179487179,0.11538461538461539,0.11538461538461539,0.10897435897435898,0.08974358974358974,0.11538461538461539,0.21153846153846154,0.12179487179487179
superiortemporal-rh,0.17905405405405406,0.17567567567567569,0.0777027027027027,0.13851351351351351,0.0472972972972973,0.14189189189189189,0.057432432432432436,0.18243243243243243
