,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.19607843137254902,0.21568627450980393,0.0196078431372549,0.0,0.058823529411764705,0.09803921568627451,0.19607843137254902,0.21568627450980393
isthmuscingulate-rh,0.1724137931034483,0.27586206896551724,0.017241379310344827,0.0,0.05172413793103448,0.08620689655172414,0.1724137931034483,0.22413793103448276
paracentral-lh,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.0,0.125,0.16666666666666666,0.16666666666666666,0.16666666666666666
posteriorcingulate-rh,0.18181818181818182,0.18181818181818182,0.030303030303030304,0.0,0.09090909090909091,0.15151515151515152,0.18181818181818182,0.18181818181818182
rostralanteriorcingulate-rh,0.19607843137254902,0.21568627450980393,0.0196078431372549,0.0,0.058823529411764705,0.09803921568627451,0.19607843137254902,0.21568627450980393
temporalpole-rh,0.17857142857142858,0.25,0.017857142857142856,0.0,0.05357142857142857,0.08928571428571429,0.17857142857142858,0.23214285714285715
