,frontalpole-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh
frontalpole-rh,0.6502732240437158,0.029143897996357013,0.020036429872495445,0.0018214936247723133,0.0546448087431694,0.07832422586520947,0.0965391621129326,0.0692167577413479
inferiorparietal-rh,0.018709073900841908,0.3124415341440599,0.08512628624883069,0.25631431244153413,0.1412535079513564,0.03835360149672591,0.06361085126286249,0.08419083255378859
isthmuscingulate-rh,0.02177068214804064,0.14078374455732948,0.24528301886792453,0.10014513788098693,0.1625544267053701,0.036284470246734396,0.1378809869375907,0.15529753265602322
lateraloccipital-rh,0.0030959752321981426,0.28173374613003094,0.07120743034055728,0.32714138286893707,0.1609907120743034,0.014447884416924664,0.05779153766769866,0.08359133126934984
lingual-rh,0.02575107296137339,0.14163090128755365,0.10214592274678111,0.14163090128755365,0.30643776824034336,0.004291845493562232,0.12188841201716738,0.15622317596566523
paracentral-lh,0.18614718614718614,0.16017316017316016,0.07792207792207792,0.05194805194805195,0.004329004329004329,0.43722943722943725,0.047619047619047616,0.03463203463203463
parahippocampal-lh,0.07033248081841433,0.08951406649616368,0.13682864450127877,0.06649616368286446,0.17519181585677748,0.01918158567774936,0.2595907928388747,0.18286445012787725
parahippocampal-rh,0.03854166666666667,0.09166666666666666,0.11145833333333334,0.078125,0.18541666666666667,0.0125,0.14479166666666668,0.3375
