,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.3673469387755102,0.16326530612244897,0.08163265306122448,0.08163265306122448,0.08163265306122448,0.16326530612244897,0.061224489795918366,0.0
inferiorparietal-rh,0.13559322033898305,0.4406779661016949,0.0,0.05084745762711865,0.0,0.3220338983050847,0.05084745762711865,0.0
parsopercularis-lh,0.07272727272727272,0.0,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.0,0.0,0.0
parstriangularis-rh,0.04,0.03,0.17,0.44,0.24,0.0,0.0,0.08
rostralmiddlefrontal-lh,0.056338028169014086,0.0,0.2535211267605634,0.323943661971831,0.36619718309859156,0.0,0.0,0.0
superiorparietal-rh,0.09411764705882353,0.23529411764705882,0.0,0.0,0.0,0.43529411764705883,0.23529411764705882,0.0
superiortemporal-lh,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.3333333333333333,0.543859649122807,0.017543859649122806
superiortemporal-rh,0.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.037037037037037035,0.6666666666666666
