,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh
parsopercularis-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.32142857142857145,0.17857142857142858,0.25,0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142
rostralmiddlefrontal-lh,0.0,0.06976744186046512,0.20930232558139536,0.18604651162790697,0.20930232558139536,0.13953488372093023,0.18604651162790697,0.0
rostralmiddlefrontal-rh,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.17777777777777778,0.1111111111111111,0.15555555555555556,0.0
superiorfrontal-lh,0.0,0.023809523809523808,0.16666666666666666,0.14285714285714285,0.23809523809523808,0.21428571428571427,0.21428571428571427,0.0
superiorparietal-lh,0.03333333333333333,0.0,0.13333333333333333,0.1,0.23333333333333334,0.3,0.2,0.0
superiorparietal-rh,0.0,0.0,0.16666666666666666,0.1388888888888889,0.25,0.2222222222222222,0.2222222222222222,0.0
supramarginal-lh,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
