,Fp1,O1,FT10,F8,Fp2,AF7,F5,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.511520737327189,0.0,0.0,0.03917050691244239,0.44930875576036866
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
F5,0.0,0.0,0.0,0.34,0.0,0.0,0.32,0.34
AF8,0.0,0.0,0.0,0.45601851851851855,0.0,0.0,0.03935185185185185,0.5046296296296297
