,Fp1,O1,FC2,F8,Fp2,AF7,F5,AF8
Fp1,0.40782122905027934,0.0,0.0,0.0,0.33743016759776534,0.2547486033519553,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.4977578475336323,0.0,0.0,0.5022421524663677,0.0
Fp2,0.34234234234234234,0.0,0.0,0.0,0.40202702702702703,0.25563063063063063,0.0,0.0
AF7,0.25692137320044295,0.0,0.0,0.0,0.2558139534883721,0.48726467331118495,0.0,0.0
F5,0.0,0.0,0.0,0.265717674970344,0.0,0.0,0.734282325029656,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
