,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.17073170731707318,0.07926829268292683,0.12804878048780488,0.12804878048780488,0.12195121951219512,0.12804878048780488,0.12804878048780488,0.11585365853658537
parstriangularis-rh,0.12612612612612611,0.11711711711711711,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611
postcentral-lh,0.12738853503184713,0.08280254777070063,0.1337579617834395,0.1337579617834395,0.12738853503184713,0.1337579617834395,0.14012738853503184,0.12101910828025478
postcentral-rh,0.11904761904761904,0.07738095238095238,0.125,0.15476190476190477,0.11904761904761904,0.16071428571428573,0.13095238095238096,0.1130952380952381
precentral-rh,0.1282051282051282,0.08333333333333333,0.1346153846153846,0.1346153846153846,0.1282051282051282,0.1346153846153846,0.1346153846153846,0.12179487179487179
superiorfrontal-rh,0.11904761904761904,0.07738095238095238,0.125,0.15476190476190477,0.11904761904761904,0.16071428571428573,0.13095238095238096,0.1130952380952381
superiorparietal-rh,0.12738853503184713,0.08280254777070063,0.1337579617834395,0.1337579617834395,0.12738853503184713,0.1337579617834395,0.14012738853503184,0.12101910828025478
superiortemporal-rh,0.13157894736842105,0.08552631578947369,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.125
