,Fp1,FT9,Pz,FT10,F4,FC3,FC4,AF4
Fp1,0.3858267716535433,0.0,0.0,0.0,0.0,0.06299212598425197,0.4015748031496063,0.14960629921259844
FT9,0.0,0.24528301886792453,0.25157232704402516,0.25157232704402516,0.25157232704402516,0.0,0.0,0.0
Pz,0.0,0.17699115044247787,0.2743362831858407,0.26991150442477874,0.27876106194690264,0.0,0.0,0.0
FT10,0.0,0.16260162601626016,0.23983739837398374,0.2967479674796748,0.3008130081300813,0.0,0.0,0.0
F4,0.0,0.13245033112582782,0.2052980132450331,0.24503311258278146,0.41721854304635764,0.0,0.0,0.0
FC3,0.2571428571428571,0.0,0.0,0.0,0.0,0.22857142857142856,0.2571428571428571,0.2571428571428571
FC4,0.26455026455026454,0.0,0.0,0.0,0.0,0.042328042328042326,0.5343915343915344,0.15873015873015872
AF4,0.24444444444444444,0.0,0.0,0.0,0.0,0.08888888888888889,0.34444444444444444,0.32222222222222224
