,Fp1,FT9,TP10,FT10,Fp2,AF7,AF3,AFz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.32894736842105265,0.3355263157894737,0.0,0.0,0.0,0.3355263157894737,0.0
TP10,0.0,0.255,0.37,0.0,0.0,0.0,0.375,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.2512315270935961,0.3694581280788177,0.0,0.0,0.0,0.3793103448275862,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
