,Fp1,FT9,Pz,FT10,F4,FC3,FC4,AF4
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3076923076923077,0.34615384615384615,0.0,0.0,0.0,0.34615384615384615,0.0
Pz,0.0,0.05,0.6,0.0,0.0,0.0,0.35,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.06666666666666667,0.475,0.0,0.0,0.0,0.4583333333333333,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
