,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.08695652173913043,0.0,0.007246376811594203,0.0,0.0,0.028985507246376812,0.09057971014492754,0.0,0.0,0.0036231884057971015,0.0,0.0,0.0,0.03260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.050724637681159424,0.057971014492753624,0.0,0.0,0.0,0.0,0.08695652173913043,0.08333333333333333,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057971014492754,0.036231884057971016,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0
Fz,0.0,0.033962264150943396,0.0,0.04150943396226415,0.03773584905660377,0.0,0.0,0.0,0.04150943396226415,0.03773584905660377,0.04150943396226415,0.007547169811320755,0.0,0.0,0.0,0.0,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.03773584905660377,0.0,0.0,0.0,0.0,0.007547169811320755,0.0,0.0,0.0,0.0,0.01509433962264151,0.03773584905660377,0.0,0.0,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.04150943396226415,0.022641509433962263,0.0,0.011320754716981131,0.0,0.03018867924528302,0.0,0.04150943396226415,0.0,0.0,0.0,0.0,0.0,0.0,0.04150943396226415,0.04150943396226415,0.0,0.04150943396226415,0.01509433962264151,0.0,0.04150943396226415,0.04150943396226415
F3,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0
FT9,0.0,0.022123893805309734,0.0,0.05530973451327434,0.024336283185840708,0.0,0.0,0.0,0.028761061946902654,0.030973451327433628,0.03982300884955752,0.004424778761061947,0.0,0.0,0.0,0.0,0.059734513274336286,0.05752212389380531,0.030973451327433628,0.030973451327433628,0.02654867256637168,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.0,0.008849557522123894,0.02654867256637168,0.0,0.0,0.048672566371681415,0.05752212389380531,0.059734513274336286,0.04424778761061947,0.01327433628318584,0.0,0.00663716814159292,0.0,0.017699115044247787,0.0,0.059734513274336286,0.0,0.0,0.0,0.0,0.0,0.0,0.030973451327433628,0.05309734513274336,0.0,0.05309734513274336,0.008849557522123894,0.0,0.048672566371681415,0.046460176991150445
FC5,0.0,0.03308823529411765,0.0,0.04044117647058824,0.03676470588235294,0.0,0.0,0.0,0.04044117647058824,0.04044117647058824,0.04044117647058824,0.007352941176470588,0.0,0.0,0.0,0.0,0.04411764705882353,0.04411764705882353,0.04044117647058824,0.04044117647058824,0.03676470588235294,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.0,0.014705882352941176,0.03676470588235294,0.0,0.0,0.04044117647058824,0.04411764705882353,0.04411764705882353,0.04044117647058824,0.022058823529411766,0.0,0.011029411764705883,0.0,0.029411764705882353,0.0,0.04044117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.04044117647058824,0.04411764705882353,0.0,0.04044117647058824,0.014705882352941176,0.0,0.04044117647058824,0.04411764705882353
FC1,0.07272727272727272,0.0,0.01818181818181818,0.0,0.0,0.06363636363636363,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.07272727272727272,0.06363636363636363,0.0,0.0,0.0,0.0,0.07272727272727272,0.07272727272727272,0.0,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.07272727272727272,0.0,0.0,0.0,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.07272727272727272,0.0,0.0
C3,0.08518518518518518,0.0,0.007407407407407408,0.0,0.0,0.02962962962962963,0.08888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.05185185185185185,0.05925925925925926,0.0,0.0,0.0,0.0,0.08518518518518518,0.08148148148148149,0.0,0.0,0.08518518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.037037037037037035,0.0,0.0,0.0,0.08148148148148149,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.03257328990228013,0.0,0.04234527687296417,0.035830618892508145,0.0,0.0,0.0,0.03908794788273615,0.03908794788273615,0.04234527687296417,0.006514657980456026,0.0,0.0,0.0,0.0,0.04560260586319218,0.04560260586319218,0.03908794788273615,0.03908794788273615,0.035830618892508145,0.0,0.0,0.0,0.0,0.006514657980456026,0.0,0.0,0.0,0.0,0.013029315960912053,0.035830618892508145,0.0,0.0,0.04234527687296417,0.04560260586319218,0.04560260586319218,0.04234527687296417,0.019543973941368076,0.0,0.009771986970684038,0.0,0.026058631921824105,0.0,0.04234527687296417,0.0,0.0,0.0,0.0,0.0,0.0,0.03908794788273615,0.04560260586319218,0.0,0.04234527687296417,0.013029315960912053,0.0,0.04234527687296417,0.04560260586319218
CP5,0.008928571428571428,0.02976190476190476,0.0,0.03869047619047619,0.03273809523809524,0.0,0.005952380952380952,0.0,0.03869047619047619,0.044642857142857144,0.03869047619047619,0.005952380952380952,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.03869047619047619,0.03869047619047619,0.03571428571428571,0.002976190476190476,0.0,0.002976190476190476,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.008928571428571428,0.011904761904761904,0.03571428571428571,0.008928571428571428,0.0,0.03869047619047619,0.041666666666666664,0.041666666666666664,0.03869047619047619,0.017857142857142856,0.0,0.008928571428571428,0.0,0.023809523809523808,0.0,0.03869047619047619,0.005952380952380952,0.0,0.0,0.0,0.0,0.005952380952380952,0.03869047619047619,0.041666666666666664,0.0,0.03869047619047619,0.011904761904761904,0.002976190476190476,0.03869047619047619,0.041666666666666664
CP1,0.0,0.026881720430107527,0.0,0.04838709677419355,0.02956989247311828,0.0,0.0,0.0,0.03494623655913978,0.03494623655913978,0.043010752688172046,0.005376344086021506,0.0,0.0,0.0,0.0,0.051075268817204304,0.051075268817204304,0.03494623655913978,0.03494623655913978,0.03225806451612903,0.0,0.0,0.0,0.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.010752688172043012,0.03225806451612903,0.0,0.0,0.0456989247311828,0.051075268817204304,0.051075268817204304,0.0456989247311828,0.016129032258064516,0.0,0.008064516129032258,0.0,0.021505376344086023,0.0,0.04838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.03494623655913978,0.04838709677419355,0.0,0.04838709677419355,0.010752688172043012,0.0,0.0456989247311828,0.04838709677419355
Pz,0.0,0.03529411764705882,0.0,0.03529411764705882,0.03529411764705882,0.0,0.0,0.0,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.023529411764705882,0.0,0.0,0.0,0.0,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.03529411764705882,0.03529411764705882,0.0,0.0,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.03529411764705882,0.0,0.03529411764705882,0.0,0.03529411764705882,0.0,0.03529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.03529411764705882,0.03529411764705882,0.0,0.03529411764705882,0.03529411764705882,0.0,0.03529411764705882,0.03529411764705882
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.07216494845360824,0.0,0.0,0.0,0.0,0.041237113402061855,0.08247422680412371,0.0,0.0,0.0,0.0,0.0,0.0,0.08247422680412371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09278350515463918,0.05154639175257732,0.041237113402061855,0.0,0.0,0.0,0.0,0.08247422680412371,0.061855670103092786,0.0,0.0,0.07216494845360824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08247422680412371,0.07216494845360824,0.0,0.0,0.0,0.07216494845360824,0.0,0.0,0.0,0.0,0.0,0.09278350515463918,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0020242914979757085,0.020242914979757085,0.0,0.05465587044534413,0.022267206477732792,0.0,0.0,0.0,0.02631578947368421,0.030364372469635626,0.03643724696356275,0.004048582995951417,0.0,0.0,0.0,0.0,0.07489878542510121,0.06072874493927125,0.02834008097165992,0.02834008097165992,0.024291497975708502,0.0,0.0,0.0,0.0,0.004048582995951417,0.0,0.0,0.0,0.0020242914979757085,0.008097165991902834,0.024291497975708502,0.0020242914979757085,0.0,0.044534412955465584,0.05668016194331984,0.06680161943319839,0.04048582995951417,0.012145748987854251,0.0,0.006072874493927126,0.0,0.016194331983805668,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.02834008097165992,0.05060728744939271,0.0,0.05263157894736842,0.008097165991902834,0.0,0.044534412955465584,0.04251012145748988
P8,0.0021598272138228943,0.02159827213822894,0.0,0.05399568034557235,0.023758099352051837,0.0,0.0,0.0,0.028077753779697623,0.032397408207343416,0.038876889848812095,0.004319654427645789,0.0,0.0,0.0,0.0,0.06263498920086392,0.058315334773218146,0.03023758099352052,0.03023758099352052,0.02591792656587473,0.0,0.0,0.0,0.0,0.004319654427645789,0.0,0.0,0.0,0.0021598272138228943,0.008639308855291577,0.02591792656587473,0.0021598272138228943,0.0,0.047516198704103674,0.056155507559395246,0.06263498920086392,0.04319654427645788,0.012958963282937365,0.0,0.0064794816414686825,0.0,0.017278617710583154,0.0,0.06263498920086392,0.0,0.0,0.0,0.0,0.0,0.0,0.03023758099352052,0.05183585313174946,0.0,0.05183585313174946,0.008639308855291577,0.0,0.047516198704103674,0.04535637149028078
TP10,0.0,0.03058103975535168,0.0,0.04281345565749235,0.03363914373088685,0.0,0.0,0.0,0.039755351681957186,0.039755351681957186,0.04281345565749235,0.0061162079510703364,0.0,0.0,0.0,0.0,0.045871559633027525,0.045871559633027525,0.039755351681957186,0.039755351681957186,0.03669724770642202,0.0,0.0,0.0,0.0,0.0061162079510703364,0.0,0.0,0.0,0.0,0.012232415902140673,0.03669724770642202,0.0,0.0,0.04281345565749235,0.045871559633027525,0.045871559633027525,0.04281345565749235,0.01834862385321101,0.0,0.009174311926605505,0.0,0.024464831804281346,0.0,0.04281345565749235,0.0,0.0,0.0,0.0,0.0,0.0,0.039755351681957186,0.045871559633027525,0.0,0.04281345565749235,0.012232415902140673,0.0,0.04281345565749235,0.045871559633027525
CP6,0.0,0.03058103975535168,0.0,0.04281345565749235,0.03363914373088685,0.0,0.0,0.0,0.039755351681957186,0.039755351681957186,0.04281345565749235,0.0061162079510703364,0.0,0.0,0.0,0.0,0.045871559633027525,0.045871559633027525,0.039755351681957186,0.039755351681957186,0.03669724770642202,0.0,0.0,0.0,0.0,0.0061162079510703364,0.0,0.0,0.0,0.0,0.012232415902140673,0.03669724770642202,0.0,0.0,0.04281345565749235,0.045871559633027525,0.045871559633027525,0.04281345565749235,0.01834862385321101,0.0,0.009174311926605505,0.0,0.024464831804281346,0.0,0.04281345565749235,0.0,0.0,0.0,0.0,0.0,0.0,0.039755351681957186,0.045871559633027525,0.0,0.04281345565749235,0.012232415902140673,0.0,0.04281345565749235,0.045871559633027525
