,Fp1,FT9,P7,TP10,Fp2,AF7,P5,AF8
Fp1,0.4772727272727273,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.5
FT9,0.0,0.3208955223880597,0.05223880597014925,0.3358208955223881,0.0,0.291044776119403,0.0,0.0
P7,0.061224489795918366,0.10204081632653061,0.40816326530612246,0.12244897959183673,0.0,0.14285714285714285,0.0,0.16326530612244897
TP10,0.0,0.3161764705882353,0.058823529411764705,0.33088235294117646,0.0,0.29411764705882354,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.304,0.072,0.312,0.0,0.312,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3013698630136986,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.6164383561643836
