,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.3619631901840491,0.0,0.0,0.06134969325153374,0.26380368098159507,0.0,0.15950920245398773,0.15337423312883436
parsopercularis-lh,0.0,0.5585585585585585,0.17117117117117117,0.17117117117117117,0.08108108108108109,0.0,0.0,0.018018018018018018
parstriangularis-rh,0.0,0.2571428571428571,0.3,0.3142857142857143,0.1,0.0,0.0,0.02857142857142857
rostralmiddlefrontal-rh,0.07913669064748201,0.12949640287769784,0.1510791366906475,0.2805755395683453,0.12949640287769784,0.0,0.07913669064748201,0.1510791366906475
superiorfrontal-lh,0.22279792746113988,0.046632124352331605,0.04145077720207254,0.09326424870466321,0.32124352331606215,0.0,0.13471502590673576,0.13989637305699482
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.22807017543859648,0.0,0.0,0.08771929824561403,0.23684210526315788,0.0,0.22807017543859648,0.21929824561403508
supramarginal-rh,0.18309859154929578,0.02112676056338028,0.02112676056338028,0.14084507042253522,0.20422535211267606,0.0,0.18309859154929578,0.24647887323943662
