,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.6086956521739131,0.2391304347826087,0.0,0.15217391304347827,0.0,0.0,0.0,0.0
parstriangularis-rh,0.40384615384615385,0.5961538461538461,0.0,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.0,0.0,0.29411764705882354,0.0,0.3235294117647059,0.058823529411764705,0.3235294117647059,0.0
superiorfrontal-rh,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.14925373134328357,0.0,0.5671641791044776,0.029850746268656716,0.208955223880597,0.04477611940298507
superiortemporal-lh,0.0,0.0,0.08823529411764706,0.0,0.08823529411764706,0.3235294117647059,0.20588235294117646,0.29411764705882354
superiortemporal-rh,0.0,0.0,0.15873015873015872,0.0,0.20634920634920634,0.1111111111111111,0.42857142857142855,0.09523809523809523
supramarginal-rh,0.0,0.0,0.0,0.0,0.09375,0.28125,0.1875,0.4375
