,postcentral-lh,postcentral-rh,precentral-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
postcentral-lh,0.7317073170731707,0.0,0.12195121951219512,0.07317073170731707,0.07317073170731707,0.0,0.0,0.0
postcentral-rh,0.0,0.6428571428571429,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0
precentral-lh,0.1346153846153846,0.0,0.6346153846153846,0.23076923076923078,0.0,0.0,0.0,0.0
superiorparietal-lh,0.10204081632653061,0.0,0.22448979591836735,0.6326530612244898,0.0,0.0,0.0,0.04081632653061224
superiorparietal-rh,0.043478260869565216,0.0,0.0,0.0,0.8260869565217391,0.0,0.0,0.13043478260869565
superiortemporal-lh,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
superiortemporal-rh,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.6071428571428571,0.21428571428571427
supramarginal-rh,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896,0.0,0.13793103448275862,0.6551724137931034
