,C3,TP9,Oz,AF7,C5,POz,CPz,TP8
C3,0.625,0.0,0.0,0.0,0.0,0.125,0.0,0.25
TP9,0.0,0.32941176470588235,0.0,0.0,0.3411764705882353,0.0,0.32941176470588235,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.26605504587155965,0.0,0.0,0.47706422018348627,0.0,0.25688073394495414,0.0
POz,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.375
CPz,0.0,0.32098765432098764,0.0,0.0,0.345679012345679,0.0,0.3333333333333333,0.0
TP8,0.45454545454545453,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365
