,C3,TP9,Oz,AF7,C5,POz,CPz,TP8
C3,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384
TP9,0.0,0.32,0.0,0.0,0.34,0.0,0.34,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.16037735849056603,0.0,0.0,0.41509433962264153,0.0,0.42452830188679247,0.0
POz,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CPz,0.0,0.15315315315315314,0.0,0.0,0.40540540540540543,0.0,0.44144144144144143,0.0
TP8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6
