,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.33783783783783783,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.05405405405405406,0.12162162162162163,0.0,0.0
caudalmiddlefrontal-rh,0.06598984771573604,0.25380710659898476,0.20812182741116753,0.17258883248730963,0.02030456852791878,0.13705583756345177,0.07106598984771574,0.07106598984771574
postcentral-rh,0.07262569832402235,0.24581005586592178,0.24581005586592178,0.18994413407821228,0.0223463687150838,0.1340782122905028,0.0446927374301676,0.0446927374301676
rostralmiddlefrontal-rh,0.08666666666666667,0.22,0.22,0.3,0.02666666666666667,0.12,0.0,0.02666666666666667
superiorparietal-rh,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.0
superiortemporal-lh,0.0763888888888889,0.19444444444444445,0.16666666666666666,0.11805555555555555,0.027777777777777776,0.2152777777777778,0.09027777777777778,0.1111111111111111
superiortemporal-rh,0.0,0.22388059701492538,0.08955223880597014,0.0,0.0,0.1791044776119403,0.2835820895522388,0.22388059701492538
supramarginal-rh,0.0,0.18072289156626506,0.0963855421686747,0.03614457831325301,0.0,0.21686746987951808,0.1927710843373494,0.27710843373493976
