,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.21666666666666667,0.21666666666666667,0.11666666666666667,0.08333333333333333,0.03333333333333333,0.17222222222222222,0.011111111111111112,0.15
inferiorparietal-rh,0.21666666666666667,0.21666666666666667,0.11666666666666667,0.08333333333333333,0.03333333333333333,0.17222222222222222,0.011111111111111112,0.15
postcentral-rh,0.17647058823529413,0.17647058823529413,0.16806722689075632,0.12605042016806722,0.0,0.17647058823529413,0.0,0.17647058823529413
superiorparietal-rh,0.1724137931034483,0.1724137931034483,0.14942528735632185,0.16091954022988506,0.0,0.1724137931034483,0.0,0.1724137931034483
superiortemporal-lh,0.25,0.25,0.05,0.0,0.25,0.0,0.1,0.1
superiortemporal-rh,0.19727891156462585,0.19727891156462585,0.1292517006802721,0.10204081632653061,0.0,0.2108843537414966,0.0,0.16326530612244897
supramarginal-lh,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
supramarginal-rh,0.1875,0.1875,0.14583333333333334,0.10416666666666667,0.006944444444444444,0.18055555555555555,0.006944444444444444,0.18055555555555555
