,cuneus-lh,fusiform-lh,insula-lh,isthmuscingulate-rh,lateraloccipital-lh,lateralorbitofrontal-lh,rostralanteriorcingulate-lh,temporalpole-lh
cuneus-lh,0.14782608695652175,0.13043478260869565,0.1391304347826087,0.14782608695652175,0.14782608695652175,0.14782608695652175,0.13043478260869565,0.008695652173913044
fusiform-lh,0.15126050420168066,0.13445378151260504,0.14285714285714285,0.13445378151260504,0.13445378151260504,0.15126050420168066,0.13445378151260504,0.01680672268907563
insula-lh,0.14782608695652175,0.13043478260869565,0.1391304347826087,0.14782608695652175,0.14782608695652175,0.14782608695652175,0.13043478260869565,0.008695652173913044
isthmuscingulate-rh,0.1485148514851485,0.12871287128712872,0.13861386138613863,0.15841584158415842,0.1485148514851485,0.1485148514851485,0.12871287128712872,0.0
lateraloccipital-lh,0.14814814814814814,0.12962962962962962,0.1388888888888889,0.1574074074074074,0.14814814814814814,0.14814814814814814,0.12962962962962962,0.0
lateralorbitofrontal-lh,0.14782608695652175,0.13043478260869565,0.1391304347826087,0.14782608695652175,0.14782608695652175,0.14782608695652175,0.13043478260869565,0.008695652173913044
rostralanteriorcingulate-lh,0.15126050420168066,0.13445378151260504,0.14285714285714285,0.13445378151260504,0.13445378151260504,0.15126050420168066,0.13445378151260504,0.01680672268907563
temporalpole-lh,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.10526315789473684,0.47368421052631576
