,bankssts-rh,frontalpole-lh,inferiortemporal-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
bankssts-rh,0.17525773195876287,0.0,0.0,0.16494845360824742,0.17525773195876287,0.16494845360824742,0.16494845360824742,0.15463917525773196
frontalpole-lh,0.0,0.6774193548387096,0.3225806451612903,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.17204301075268819,0.0,0.0,0.16129032258064516,0.17204301075268819,0.17204301075268819,0.17204301075268819,0.15053763440860216
medialorbitofrontal-lh,0.15476190476190477,0.0,0.0,0.14285714285714285,0.20238095238095238,0.17857142857142858,0.19047619047619047,0.13095238095238096
medialorbitofrontal-rh,0.15555555555555556,0.0,0.0,0.14444444444444443,0.2,0.17777777777777778,0.18888888888888888,0.13333333333333333
pericalcarine-rh,0.15476190476190477,0.0,0.0,0.14285714285714285,0.20238095238095238,0.17857142857142858,0.19047619047619047,0.13095238095238096
rostralanteriorcingulate-lh,0.1827956989247312,0.0,0.0,0.17204301075268819,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.16129032258064516
