,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.16176470588235295,0.029411764705882353,0.07352941176470588,0.14705882352941177,0.16176470588235295,0.14705882352941177,0.11764705882352941,0.16176470588235295
parsopercularis-lh,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
parstriangularis-rh,0.14705882352941177,0.058823529411764705,0.11764705882352941,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.14705882352941177
precentral-rh,0.12941176470588237,0.023529411764705882,0.058823529411764705,0.16470588235294117,0.15294117647058825,0.16470588235294117,0.1411764705882353,0.16470588235294117
rostralmiddlefrontal-lh,0.15384615384615385,0.02564102564102564,0.0641025641025641,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.16666666666666666
rostralmiddlefrontal-rh,0.12941176470588237,0.023529411764705882,0.058823529411764705,0.16470588235294117,0.15294117647058825,0.16470588235294117,0.1411764705882353,0.16470588235294117
superiortemporal-rh,0.10666666666666667,0.02666666666666667,0.06666666666666667,0.17333333333333334,0.13333333333333333,0.17333333333333334,0.17333333333333334,0.14666666666666667
supramarginal-lh,0.15384615384615385,0.02564102564102564,0.0641025641025641,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.16666666666666666
