,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh
parsopercularis-lh,0.65,0.25,0.0,0.0,0.0,0.1,0.0,0.0
parstriangularis-rh,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0196078431372549,0.3333333333333333,0.23529411764705882,0.17647058823529413,0.0784313725490196,0.1568627450980392,0.0
rostralmiddlefrontal-rh,0.0,0.023809523809523808,0.2619047619047619,0.2619047619047619,0.19047619047619047,0.11904761904761904,0.14285714285714285,0.0
superiorfrontal-lh,0.0,0.0,0.11627906976744186,0.13953488372093023,0.37209302325581395,0.16279069767441862,0.20930232558139536,0.0
superiorparietal-lh,0.058823529411764705,0.0,0.058823529411764705,0.08823529411764706,0.14705882352941177,0.35294117647058826,0.29411764705882354,0.0
superiorparietal-rh,0.038461538461538464,0.0,0.11538461538461539,0.07692307692307693,0.17307692307692307,0.23076923076923078,0.36538461538461536,0.0
supramarginal-lh,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95
