,bankssts-lh,entorhinal-rh,frontalpole-rh,inferiortemporal-lh,inferiortemporal-rh,parsopercularis-lh,parstriangularis-lh,temporalpole-rh
bankssts-lh,0.48,0.0,0.0,0.0,0.0,0.4,0.12,0.0
entorhinal-rh,0.0,0.5238095238095238,0.0,0.0,0.47619047619047616,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.0,0.8666666666666667,0.0,0.13333333333333333,0.0,0.0
inferiortemporal-rh,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0
parsopercularis-lh,0.2608695652173913,0.0,0.0,0.13043478260869565,0.0,0.6086956521739131,0.0,0.0
parstriangularis-lh,0.3333333333333333,0.0,0.0,0.0,0.0,0.047619047619047616,0.6190476190476191,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
