,bankssts-lh,frontalpole-rh,inferiortemporal-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
bankssts-lh,0.23684210526315788,0.18421052631578946,0.0,0.23684210526315788,0.13157894736842105,0.0,0.21052631578947367,0.0
frontalpole-rh,0.22580645161290322,0.1935483870967742,0.0,0.22580645161290322,0.16129032258064516,0.0,0.1935483870967742,0.0
inferiortemporal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.23684210526315788,0.18421052631578946,0.0,0.23684210526315788,0.13157894736842105,0.0,0.21052631578947367,0.0
medialorbitofrontal-rh,0.18518518518518517,0.18518518518518517,0.0,0.18518518518518517,0.25925925925925924,0.0,0.18518518518518517,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
rostralanteriorcingulate-lh,0.23684210526315788,0.18421052631578946,0.0,0.23684210526315788,0.13157894736842105,0.0,0.21052631578947367,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
