,caudalmiddlefrontal-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalmiddlefrontal-lh,0.5645161290322581,0.0,0.0967741935483871,0.016129032258064516,0.11290322580645161,0.0,0.20967741935483872,0.0
entorhinal-lh,0.0,0.9540229885057471,0.0,0.0,0.0,0.0,0.0,0.04597701149425287
frontalpole-lh,0.03225806451612903,0.0,0.3225806451612903,0.2701612903225806,0.22580645161290322,0.03225806451612903,0.11693548387096774,0.0
frontalpole-rh,0.0,0.0,0.26582278481012656,0.39662447257383965,0.20675105485232068,0.06751054852320675,0.06329113924050633,0.0
medialorbitofrontal-lh,0.03816793893129771,0.0,0.22519083969465647,0.22519083969465647,0.3320610687022901,0.04198473282442748,0.13740458015267176,0.0
parsopercularis-lh,0.0,0.0,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.6296296296296297,0.037037037037037035,0.0
rostralanteriorcingulate-rh,0.11940298507462686,0.0,0.18407960199004975,0.09950248756218906,0.21890547263681592,0.024875621890547265,0.35323383084577115,0.0
temporalpole-lh,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.8947368421052632
