,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.8762886597938144,0.0,0.0,0.0,0.0,0.12371134020618557,0.0,0.0
caudalanteriorcingulate-rh,0.01,0.59,0.25,0.04,0.0,0.03,0.08,0.0
frontalpole-rh,0.0,0.13440860215053763,0.40860215053763443,0.24193548387096775,0.0,0.0,0.11290322580645161,0.10215053763440861
medialorbitofrontal-rh,0.013513513513513514,0.006756756756756757,0.27702702702702703,0.5067567567567568,0.0,0.0,0.06756756756756757,0.12837837837837837
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.16666666666666666,0.013888888888888888,0.0,0.0,0.0,0.6111111111111112,0.125,0.08333333333333333
rostralanteriorcingulate-rh,0.0,0.05555555555555555,0.19444444444444445,0.12962962962962962,0.0,0.046296296296296294,0.46296296296296297,0.1111111111111111
temporalpole-rh,0.0,0.0,0.16379310344827586,0.1810344827586207,0.0,0.034482758620689655,0.1206896551724138,0.5
